epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
180,4688.86,0.96777,0.80862,1.01753,0.91781,0.75658,0.85784,0.67125,0.80139,0.56083,0.91973,0.000682303,0.000682303,0.000682303
181,4712.72,0.98344,0.80397,1.02208,0.91532,0.75903,0.86,0.6708,0.80712,0.55624,0.91884,0.000676802,0.000676802,0.000676802
182,4736.54,0.95936,0.79656,1.01261,0.92246,0.75547,0.86397,0.67232,0.80924,0.57149,0.91928,0.000671301,0.000671301,0.000671301
183,4760.32,0.97376,0.79906,1.01698,0.88172,0.78083,0.86157,0.6669,0.81656,0.56542,0.91976,0.0006658,0.0006658,0.0006658
184,4784.76,0.94335,0.77965,1.01497,0.92725,0.75399,0.86736,0.67227,0.81083,0.56152,0.91799,0.000660299,0.000660299,0.000660299
185,4808.62,0.98105,0.81201,1.02029,0.8907,0.77951,0.86646,0.67449,0.80087,0.55252,0.9117,0.000654798,0.000654798,0.000654798
186,4832.66,0.96475,0.8003,1.02096,0.91857,0.75307,0.86221,0.67354,0.80328,0.56002,0.9179,0.000649297,0.000649297,0.000649297
187,4856.44,0.9345,0.76224,0.99835,0.90915,0.76917,0.86601,0.67741,0.79619,0.55273,0.91647,0.000643795,0.000643795,0.000643795
188,4881.24,0.95456,0.7875,1.01222,0.92504,0.75691,0.86394,0.67038,0.80322,0.55594,0.91566,0.000638294,0.000638294,0.000638294
189,4906.21,0.96354,0.79287,1.01866,0.91566,0.76782,0.86331,0.6718,0.80188,0.55108,0.91555,0.000632793,0.000632793,0.000632793
190,4931.62,0.91991,0.76276,1.00934,0.90295,0.77333,0.86628,0.6752,0.78829,0.55138,0.91204,0.000627292,0.000627292,0.000627292
191,4956.11,0.94571,0.77909,1.00688,0.8881,0.79064,0.86541,0.67492,0.80214,0.55089,0.91563,0.000621791,0.000621791,0.000621791
192,4979.99,0.95861,0.78183,1.01871,0.89081,0.78435,0.86418,0.68098,0.78349,0.5372,0.91184,0.00061629,0.00061629,0.00061629
193,5003.83,0.94512,0.77404,1.00825,0.92988,0.7785,0.86876,0.6766,0.78858,0.54396,0.91103,0.000610789,0.000610789,0.000610789
194,5027.81,0.93576,0.77091,1.0062,0.88534,0.79891,0.87326,0.68422,0.78301,0.53345,0.91038,0.000605288,0.000605288,0.000605288
195,5052.07,0.95071,0.79959,1.00505,0.88737,0.77984,0.86536,0.68175,0.78277,0.54135,0.90976,0.000599787,0.000599787,0.000599787
196,5075.84,0.93599,0.78222,1.00756,0.94976,0.76395,0.87263,0.68509,0.77507,0.53023,0.90986,0.000594286,0.000594286,0.000594286
197,5099.62,0.92029,0.74941,0.99791,0.93277,0.77083,0.86594,0.68124,0.7727,0.53515,0.90572,0.000588784,0.000588784,0.000588784
198,5123.34,0.94697,0.76523,1.00226,0.91329,0.77863,0.86585,0.68693,0.7763,0.53478,0.906,0.000583283,0.000583283,0.000583283
199,5147.18,0.9253,0.76427,1.0044,0.92926,0.76578,0.87458,0.68597,0.77342,0.53035,0.9071,0.000577782,0.000577782,0.000577782
200,5171.18,0.93544,0.76089,1.00493,0.91495,0.774,0.87058,0.69052,0.7697,0.53028,0.90337,0.000572281,0.000572281,0.000572281
201,5195.41,0.91845,0.75837,1.00348,0.89071,0.7902,0.87041,0.689,0.77776,0.53418,0.90358,0.00056678,0.00056678,0.00056678
202,5219.24,0.92442,0.76079,0.99736,0.91049,0.77687,0.87395,0.69099,0.76979,0.53084,0.90293,0.000561279,0.000561279,0.000561279
203,5243.03,0.89693,0.72414,0.98794,0.89721,0.78678,0.87011,0.68933,0.76608,0.51873,0.90309,0.000555778,0.000555778,0.000555778
204,5266.55,0.88862,0.73284,0.98877,0.90371,0.79867,0.87611,0.69339,0.7563,0.53115,0.90027,0.000550277,0.000550277,0.000550277
205,5290.68,0.9118,0.73949,1.00181,0.92237,0.77874,0.87617,0.69622,0.75263,0.52607,0.89944,0.000544776,0.000544776,0.000544776
206,5314.61,0.93221,0.76824,1.00115,0.92375,0.78332,0.87432,0.69413,0.75761,0.51602,0.89844,0.000539275,0.000539275,0.000539275
207,5338.4,0.89942,0.73334,0.99333,0.93115,0.77379,0.87289,0.69081,0.76006,0.52214,0.89833,0.000533773,0.000533773,0.000533773
208,5362.08,0.92861,0.73485,0.99335,0.88909,0.79042,0.87276,0.69119,0.74941,0.526,0.89543,0.000528272,0.000528272,0.000528272
209,5385.85,0.89229,0.73811,0.98452,0.89043,0.79924,0.87552,0.68916,0.7511,0.52795,0.89518,0.000522771,0.000522771,0.000522771
210,5409.58,0.90983,0.73422,0.98133,0.94357,0.76709,0.87414,0.69918,0.74633,0.51723,0.89196,0.00051727,0.00051727,0.00051727
211,5433.44,0.88684,0.71651,0.9875,0.94031,0.759,0.87613,0.69762,0.74716,0.51945,0.89332,0.000511769,0.000511769,0.000511769
212,5457.28,0.9319,0.75409,0.99456,0.90087,0.79395,0.88005,0.70098,0.73976,0.51346,0.88989,0.000506268,0.000506268,0.000506268
213,5481.57,0.90508,0.74039,0.99517,0.91235,0.78673,0.87307,0.69477,0.73978,0.51617,0.89011,0.000500767,0.000500767,0.000500767
214,5505.37,0.88039,0.71217,0.98722,0.91999,0.76896,0.87647,0.6953,0.74144,0.51269,0.89004,0.000495266,0.000495266,0.000495266
215,5529.15,0.89094,0.70449,0.98411,0.87828,0.79781,0.87383,0.69462,0.74293,0.51704,0.89281,0.000489765,0.000489765,0.000489765
216,5553.03,0.89524,0.72321,0.99504,0.92268,0.77023,0.87541,0.69721,0.7416,0.51852,0.89154,0.000484263,0.000484263,0.000484263
217,5576.95,0.88515,0.71454,0.99125,0.93924,0.76065,0.87414,0.69368,0.73845,0.50573,0.88784,0.000478762,0.000478762,0.000478762
218,5600.5,0.88991,0.72261,0.98641,0.93492,0.76062,0.87948,0.69724,0.73498,0.50961,0.88969,0.000473261,0.000473261,0.000473261
219,5624.16,0.86644,0.71484,0.9889,0.93005,0.77962,0.87935,0.70134,0.73082,0.50932,0.88696,0.00046776,0.00046776,0.00046776
220,5647.9,0.87531,0.69335,0.97832,0.93758,0.77763,0.87977,0.70259,0.73222,0.50321,0.88908,0.000462259,0.000462259,0.000462259
221,5672.23,0.87587,0.71147,0.98318,0.92061,0.78038,0.88024,0.7061,0.72988,0.50507,0.88717,0.000456758,0.000456758,0.000456758
222,5696.32,0.88156,0.70569,0.98072,0.91614,0.79086,0.87879,0.70673,0.73591,0.50391,0.88924,0.000451257,0.000451257,0.000451257
223,5720.09,0.86284,0.70085,0.9781,0.92826,0.79053,0.88398,0.71113,0.72433,0.49742,0.8874,0.000445756,0.000445756,0.000445756
224,5744.03,0.86798,0.7036,0.97626,0.92886,0.79108,0.88297,0.71109,0.72514,0.49373,0.88479,0.000440255,0.000440255,0.000440255
225,5767.9,0.89647,0.71179,0.99008,0.92671,0.79254,0.88268,0.71077,0.72501,0.49784,0.88333,0.000434754,0.000434754,0.000434754
226,5791.75,0.8756,0.69883,0.98399,0.90427,0.80009,0.88276,0.71008,0.72415,0.49706,0.88492,0.000429253,0.000429253,0.000429253
227,5815.36,0.87822,0.69948,0.98235,0.92002,0.78756,0.88423,0.70828,0.72625,0.49448,0.88441,0.000423751,0.000423751,0.000423751
228,5838.95,0.89246,0.70319,0.98311,0.92236,0.79094,0.88269,0.71181,0.71588,0.49387,0.88273,0.00041825,0.00041825,0.00041825
229,5862.7,0.87151,0.69024,0.97841,0.91596,0.79593,0.88348,0.71327,0.71223,0.49341,0.88179,0.000412749,0.000412749,0.000412749
230,5886.3,0.87744,0.69636,0.97586,0.93922,0.78408,0.88355,0.7094,0.71634,0.49053,0.88469,0.000407248,0.000407248,0.000407248
231,5910.19,0.84871,0.68842,0.97087,0.9286,0.79715,0.88824,0.71372,0.70864,0.48359,0.88097,0.000401747,0.000401747,0.000401747
232,5934.35,0.86337,0.68551,0.97571,0.92894,0.78672,0.88627,0.71403,0.71521,0.48519,0.8797,0.000396246,0.000396246,0.000396246
233,5958.06,0.8612,0.69692,0.9823,0.91956,0.79475,0.88713,0.71161,0.71565,0.48223,0.88149,0.000390745,0.000390745,0.000390745
234,5981.71,0.88239,0.69154,0.97653,0.93199,0.78933,0.88826,0.71673,0.70762,0.48018,0.87924,0.000385244,0.000385244,0.000385244
235,6005.43,0.86469,0.68685,0.97641,0.91778,0.80349,0.88839,0.71731,0.71123,0.48005,0.88037,0.000379743,0.000379743,0.000379743
236,6029.2,0.86121,0.68768,0.97554,0.91929,0.80181,0.88939,0.71859,0.70797,0.47839,0.87864,0.000374242,0.000374242,0.000374242
237,6052.81,0.86763,0.69119,0.97817,0.92614,0.80343,0.88907,0.71791,0.70076,0.47854,0.87769,0.00036874,0.00036874,0.00036874
238,6077.08,0.85257,0.67065,0.97074,0.91702,0.80056,0.88649,0.71757,0.69982,0.47836,0.87829,0.000363239,0.000363239,0.000363239
239,6101.02,0.86726,0.69565,0.97677,0.91325,0.80456,0.88812,0.71981,0.70332,0.48188,0.87915,0.000357738,0.000357738,0.000357738
240,6124.89,0.86357,0.67279,0.97017,0.93477,0.79467,0.89161,0.72418,0.69784,0.47455,0.87671,0.000352237,0.000352237,0.000352237
241,6148.69,0.85123,0.6741,0.96931,0.92669,0.79988,0.89204,0.72398,0.69146,0.47262,0.87463,0.000346736,0.000346736,0.000346736
242,6172.31,0.86023,0.67485,0.96516,0.93399,0.79593,0.89332,0.72672,0.68595,0.47264,0.87469,0.000341235,0.000341235,0.000341235
243,6196.36,0.83694,0.66208,0.96923,0.93125,0.79538,0.89308,0.72375,0.69052,0.46829,0.87304,0.000335734,0.000335734,0.000335734
244,6220.18,0.83823,0.66691,0.96428,0.93326,0.80333,0.89296,0.72326,0.69461,0.46965,0.87489,0.000330233,0.000330233,0.000330233
245,6243.87,0.82851,0.66217,0.95861,0.93406,0.80497,0.89462,0.72686,0.69027,0.47258,0.87286,0.000324732,0.000324732,0.000324732
246,6267.68,0.84509,0.66812,0.96866,0.91919,0.80365,0.89122,0.72598,0.68562,0.47279,0.87364,0.000319231,0.000319231,0.000319231
247,6291.7,0.84109,0.6629,0.9623,0.91888,0.80828,0.89187,0.72396,0.67937,0.47313,0.87187,0.000313729,0.000313729,0.000313729
248,6315.8,0.84543,0.67569,0.96317,0.94066,0.79631,0.89352,0.72535,0.67686,0.47239,0.86936,0.000308228,0.000308228,0.000308228
249,6339.41,0.8194,0.65757,0.95774,0.9334,0.79234,0.89046,0.72766,0.6809,0.46981,0.86907,0.000302727,0.000302727,0.000302727
250,6363.23,0.82025,0.64474,0.96031,0.91927,0.8032,0.89241,0.72899,0.67702,0.46171,0.8669,0.000297226,0.000297226,0.000297226
251,6387.31,0.82999,0.655,0.95918,0.93654,0.7934,0.89087,0.72876,0.67805,0.46697,0.86813,0.000291725,0.000291725,0.000291725
252,6410.92,0.82675,0.64945,0.96505,0.92893,0.81401,0.89423,0.72971,0.67606,0.46716,0.86908,0.000286224,0.000286224,0.000286224
253,6434.46,0.81797,0.64567,0.96495,0.9432,0.78557,0.89156,0.72819,0.68349,0.46646,0.86948,0.000280723,0.000280723,0.000280723
254,6458.24,0.83359,0.666,0.96437,0.93445,0.802,0.89069,0.72921,0.67777,0.46586,0.86785,0.000275222,0.000275222,0.000275222
255,6481.98,0.82647,0.63665,0.96577,0.93934,0.80105,0.8947,0.73294,0.66541,0.46166,0.86418,0.000269721,0.000269721,0.000269721
256,6505.79,0.82142,0.647,0.95979,0.92803,0.79725,0.89264,0.7329,0.66116,0.46216,0.8629,0.00026422,0.00026422,0.00026422
257,6529.5,0.81077,0.64709,0.95663,0.92611,0.7977,0.89219,0.72793,0.6635,0.46291,0.86324,0.000258718,0.000258718,0.000258718
258,6553.17,0.81811,0.64878,0.95783,0.9459,0.79163,0.89538,0.7284,0.66452,0.46186,0.86273,0.000253217,0.000253217,0.000253217
259,6577.03,0.81818,0.65292,0.95499,0.94237,0.78952,0.89555,0.73073,0.66588,0.46048,0.86393,0.000247716,0.000247716,0.000247716
260,6600.84,0.80341,0.6326,0.95075,0.93039,0.80332,0.89442,0.7305,0.66449,0.45956,0.86447,0.000242215,0.000242215,0.000242215
261,6624.62,0.81249,0.63917,0.94469,0.94555,0.79891,0.89329,0.72842,0.66096,0.45828,0.86359,0.000236714,0.000236714,0.000236714
262,6648.41,0.8175,0.63217,0.95881,0.94257,0.80481,0.89558,0.72934,0.65611,0.45607,0.86274,0.000231213,0.000231213,0.000231213
263,6672.22,0.79363,0.63307,0.96067,0.94622,0.80471,0.89913,0.73262,0.65387,0.45495,0.8625,0.000225712,0.000225712,0.000225712
264,6696.01,0.80751,0.64515,0.95498,0.94204,0.80679,0.89888,0.7348,0.65423,0.45513,0.86272,0.000220211,0.000220211,0.000220211
265,6719.81,0.81426,0.6413,0.96058,0.94372,0.80508,0.89754,0.73538,0.65314,0.45341,0.86108,0.00021471,0.00021471,0.00021471
266,6743.65,0.80819,0.63902,0.95443,0.93467,0.81068,0.9008,0.73341,0.65244,0.4515,0.86112,0.000209209,0.000209209,0.000209209
267,6767.31,0.78563,0.62084,0.95104,0.92564,0.80994,0.89952,0.73677,0.65361,0.45769,0.86201,0.000203707,0.000203707,0.000203707
268,6791.1,0.79203,0.61693,0.94525,0.93997,0.807,0.89781,0.73491,0.6557,0.45386,0.86218,0.000198206,0.000198206,0.000198206
269,6814.72,0.80529,0.63851,0.95179,0.92987,0.816,0.89878,0.73496,0.64997,0.4507,0.85996,0.000192705,0.000192705,0.000192705
270,6838.29,0.81046,0.62708,0.95039,0.95023,0.80395,0.90079,0.74014,0.65038,0.44721,0.85956,0.000187204,0.000187204,0.000187204
271,6861.93,0.80653,0.63537,0.957,0.93232,0.81367,0.89762,0.73588,0.65189,0.44604,0.85936,0.000181703,0.000181703,0.000181703
272,6885.72,0.79769,0.62512,0.94319,0.92239,0.81335,0.89642,0.73596,0.64773,0.44719,0.85932,0.000176202,0.000176202,0.000176202
273,6909.46,0.79288,0.63402,0.9436,0.93192,0.80733,0.89545,0.73574,0.64938,0.44583,0.85999,0.000170701,0.000170701,0.000170701
274,6933.72,0.78671,0.62642,0.95032,0.92894,0.80279,0.89439,0.73509,0.64677,0.44464,0.85905,0.0001652,0.0001652,0.0001652
275,6957.3,0.79899,0.62072,0.95339,0.92292,0.80795,0.89751,0.73881,0.64398,0.44521,0.8586,0.000159699,0.000159699,0.000159699
276,6981.67,0.80224,0.62981,0.95894,0.92509,0.80387,0.89853,0.73929,0.64144,0.44711,0.85826,0.000154198,0.000154198,0.000154198
277,7005.42,0.78787,0.62134,0.95503,0.93846,0.79395,0.89926,0.73869,0.6412,0.44584,0.8579,0.000148696,0.000148696,0.000148696
278,7029.14,0.8054,0.62929,0.94969,0.92228,0.81248,0.8982,0.74192,0.63917,0.44404,0.85734,0.000143195,0.000143195,0.000143195
279,7053.12,0.79138,0.62666,0.94733,0.91242,0.81639,0.89686,0.74297,0.63599,0.44662,0.85658,0.000137694,0.000137694,0.000137694
280,7079.62,0.79737,0.63107,0.95839,0.91111,0.81953,0.89756,0.74412,0.63507,0.44639,0.85614,0.000132193,0.000132193,0.000132193
281,7104.44,0.77219,0.61872,0.94819,0.91806,0.81953,0.89758,0.74204,0.63452,0.44405,0.85566,0.000126692,0.000126692,0.000126692
282,7129.83,0.80037,0.61444,0.94513,0.92322,0.81284,0.897,0.74189,0.63479,0.44196,0.85509,0.000121191,0.000121191,0.000121191
283,7155.8,0.77461,0.61815,0.94903,0.92456,0.81181,0.89794,0.74373,0.63342,0.44187,0.85519,0.00011569,0.00011569,0.00011569
284,7180.58,0.77802,0.61169,0.94443,0.92349,0.81346,0.89755,0.747,0.63119,0.44217,0.85476,0.000110189,0.000110189,0.000110189
285,7205.06,0.7872,0.60692,0.94425,0.91639,0.82356,0.89994,0.74786,0.62694,0.44046,0.85388,0.000104688,0.000104688,0.000104688
286,7229.91,0.77289,0.60427,0.94263,0.92059,0.82184,0.89946,0.74647,0.62514,0.43959,0.85345,9.91865e-05,9.91865e-05,9.91865e-05
287,7255.32,0.79647,0.62407,0.95067,0.93294,0.81357,0.89695,0.743,0.62547,0.43877,0.85327,9.36854e-05,9.36854e-05,9.36854e-05
288,7281.16,0.77663,0.61455,0.95038,0.93779,0.80757,0.89891,0.74339,0.62821,0.43817,0.85392,8.81843e-05,8.81843e-05,8.81843e-05
289,7306.36,0.77084,0.61398,0.9471,0.93314,0.81156,0.89803,0.74337,0.6297,0.43834,0.8535,8.26832e-05,8.26832e-05,8.26832e-05
290,7331.64,0.77401,0.59891,0.94438,0.93584,0.8062,0.9011,0.74509,0.62754,0.43778,0.85335,7.71821e-05,7.71821e-05,7.71821e-05
291,7363.25,0.77936,0.58145,0.9385,0.92227,0.80489,0.89372,0.73773,0.64249,0.44711,0.85652,7.1681e-05,7.1681e-05,7.1681e-05
292,7386.09,0.74734,0.53288,0.91521,0.92948,0.79857,0.89003,0.73219,0.65866,0.4573,0.86024,6.61799e-05,6.61799e-05,6.61799e-05
293,7409.19,0.73891,0.53957,0.917,0.93025,0.79141,0.89091,0.73008,0.6638,0.45999,0.86134,6.06788e-05,6.06788e-05,6.06788e-05
294,7431.06,0.75955,0.53218,0.93187,0.92931,0.79148,0.89213,0.72996,0.66155,0.4605,0.86129,5.51777e-05,5.51777e-05,5.51777e-05
295,7453.64,0.73468,0.51871,0.92265,0.92311,0.79898,0.89369,0.73293,0.65752,0.45912,0.86035,4.96766e-05,4.96766e-05,4.96766e-05
296,7476.76,0.73685,0.524,0.91635,0.92134,0.80059,0.89483,0.73449,0.6548,0.45559,0.86023,4.41755e-05,4.41755e-05,4.41755e-05
297,7499.77,0.72848,0.51393,0.90907,0.93763,0.79405,0.8945,0.73299,0.65226,0.45332,0.85921,3.86744e-05,3.86744e-05,3.86744e-05
298,7522.78,0.73541,0.50712,0.91082,0.92977,0.7977,0.89562,0.73517,0.64972,0.45158,0.85826,3.31733e-05,3.31733e-05,3.31733e-05
299,7546.41,0.72342,0.50929,0.90994,0.93289,0.79946,0.8965,0.73698,0.64968,0.45121,0.85821,2.76722e-05,2.76722e-05,2.76722e-05
300,7569.59,0.71257,0.49624,0.90414,0.9336,0.80001,0.89666,0.73789,0.64655,0.45001,0.85772,2.21711e-05,2.21711e-05,2.21711e-05
