epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
18,284.414,1.81434,2.45678,1.51949,0.20723,0.14008,0.06888,0.03899,2.121,2.83587,1.73493,0.00138644,0.00138644,0.00138644
19,300.141,1.77178,2.43241,1.49985,0.15316,0.11529,0.06874,0.03994,2.11287,3.35834,1.7589,0.00136994,0.00136994,0.00136994
20,315.732,1.79155,2.39447,1.50347,0.33632,0.13684,0.08842,0.04488,2.04353,3.06841,1.68285,0.00135344,0.00135344,0.00135344
21,331.162,1.76157,2.31322,1.48616,0.13328,0.16326,0.06858,0.03848,2.05841,2.98724,1.77287,0.00133693,0.00133693,0.00133693
22,347.015,1.7419,2.34434,1.48499,0.26886,0.11835,0.0874,0.04635,1.99729,2.81646,1.67523,0.00132043,0.00132043,0.00132043
23,362.514,1.7421,2.22656,1.46271,0.22228,0.15832,0.10462,0.05411,2.00255,2.63246,1.62139,0.00130393,0.00130393,0.00130393
24,379.253,1.69434,2.19462,1.4518,0.23141,0.15516,0.10258,0.05689,2.07508,2.71899,1.74641,0.00128742,0.00128742,0.00128742
25,398.569,1.67183,2.13623,1.39368,0.22861,0.22026,0.10962,0.05265,2.01814,2.74672,1.69517,0.00127092,0.00127092,0.00127092
26,419.338,1.64403,2.0809,1.40273,0.30271,0.21234,0.1507,0.07119,1.93108,2.59189,1.65849,0.00125442,0.00125442,0.00125442
27,437.957,1.65543,2.0939,1.40297,0.2567,0.13684,0.11342,0.05983,2.01715,2.71444,1.66485,0.00123791,0.00123791,0.00123791
28,453.343,1.66876,2.08549,1.40785,0.16489,0.16599,0.09367,0.04889,1.99613,2.71411,1.64527,0.00122141,0.00122141,0.00122141
29,469.092,1.60941,2.01281,1.37303,0.18926,0.20152,0.11777,0.06196,1.97415,2.55941,1.67285,0.00120491,0.00120491,0.00120491
30,485.345,1.6374,2.00502,1.39023,0.31933,0.13386,0.14106,0.09052,1.94688,2.81932,1.6884,0.0011884,0.0011884,0.0011884
31,501.98,1.64827,2.04322,1.40959,0.27178,0.16172,0.13003,0.07614,1.97333,2.68315,1.67173,0.0011719,0.0011719,0.0011719
32,518.251,1.58372,1.96532,1.37247,0.3097,0.1674,0.15562,0.07721,1.99756,2.55781,1.65605,0.0011554,0.0011554,0.0011554
33,534.644,1.59071,1.93507,1.36527,0.2954,0.20493,0.16667,0.07857,2.02349,2.67762,1.71154,0.00113889,0.00113889,0.00113889
34,550.159,1.54659,1.8938,1.33894,0.22398,0.19692,0.11594,0.06873,1.89773,2.60451,1.60998,0.00112239,0.00112239,0.00112239
35,565.515,1.5328,1.85829,1.33511,0.25931,0.19885,0.13249,0.06563,1.94688,2.70842,1.63333,0.00110589,0.00110589,0.00110589
36,580.818,1.54549,1.87293,1.32458,0.37046,0.1924,0.16043,0.08611,1.93917,2.61925,1.62585,0.00108938,0.00108938,0.00108938
37,596.028,1.54928,1.83117,1.30687,0.32921,0.26627,0.17326,0.09344,1.90595,2.52746,1.59435,0.00107288,0.00107288,0.00107288
38,611.625,1.5598,1.84827,1.32614,0.26246,0.22039,0.15193,0.08388,1.96929,2.66939,1.69528,0.00105638,0.00105638,0.00105638
39,627.19,1.5515,1.80669,1.33056,0.25222,0.27168,0.15453,0.07959,1.93894,2.5786,1.62258,0.00103987,0.00103987,0.00103987
40,642.393,1.51919,1.7443,1.30822,0.21581,0.18754,0.13844,0.07513,1.9008,2.63571,1.58571,0.00102337,0.00102337,0.00102337
41,657.659,1.48912,1.78234,1.298,0.22497,0.30249,0.16896,0.08465,1.95782,2.64927,1.63672,0.00100687,0.00100687,0.00100687
42,673.33,1.48987,1.73529,1.30822,0.22463,0.18141,0.1173,0.06194,1.91002,2.69653,1.61359,0.000990365,0.000990365,0.000990365
43,693.247,1.46946,1.70435,1.29794,0.2398,0.24761,0.12903,0.06584,1.92506,2.61788,1.63522,0.000973861,0.000973861,0.000973861
44,709.475,1.4382,1.62783,1.28216,0.3056,0.20024,0.16864,0.09719,1.93786,2.54072,1.61524,0.000957358,0.000957358,0.000957358
45,725.361,1.46455,1.62079,1.25859,0.23571,0.25375,0.13977,0.07635,1.88927,2.59173,1.64369,0.000940855,0.000940855,0.000940855
46,740.867,1.46447,1.60096,1.27487,0.25573,0.22784,0.16739,0.09406,1.95647,2.6786,1.6375,0.000924352,0.000924352,0.000924352
47,757.409,1.44753,1.63619,1.27504,0.39075,0.20612,0.16429,0.09441,1.90686,2.63123,1.59115,0.000907848,0.000907848,0.000907848
48,776.501,1.41046,1.66407,1.26602,0.45008,0.22906,0.21485,0.1189,1.87407,2.57482,1.58761,0.000891345,0.000891345,0.000891345
49,795.634,1.4083,1.56454,1.26584,0.32438,0.26972,0.16508,0.08923,1.91354,2.63667,1.64354,0.000874842,0.000874842,0.000874842
50,812.126,1.42347,1.5883,1.23403,0.31238,0.21711,0.17001,0.09575,1.95163,2.48222,1.65935,0.000858338,0.000858338,0.000858338
51,833.055,1.37043,1.51048,1.21807,0.20425,0.25278,0.1391,0.07128,1.9113,2.60434,1.65334,0.000841835,0.000841835,0.000841835
52,857.094,1.38413,1.51885,1.22897,0.32296,0.24156,0.18821,0.11071,1.89837,2.57863,1.61286,0.000825332,0.000825332,0.000825332
53,880.465,1.40076,1.50919,1.21979,0.27761,0.25716,0.15956,0.09281,1.95519,2.55414,1.62944,0.000808828,0.000808828,0.000808828
54,907.517,1.38695,1.46859,1.2245,0.41317,0.21524,0.1915,0.11177,1.9168,2.48372,1.58347,0.000792325,0.000792325,0.000792325
55,935.121,1.35394,1.45086,1.21544,0.35373,0.23995,0.20506,0.12279,1.86766,2.32062,1.60305,0.000775822,0.000775822,0.000775822
56,959.2,1.3699,1.46145,1.21914,0.31399,0.27403,0.19059,0.10086,1.91649,2.3827,1.61732,0.000759318,0.000759318,0.000759318
57,985.065,1.35429,1.42957,1.21823,0.47436,0.21433,0.21088,0.11455,1.94124,2.46852,1.61093,0.000742815,0.000742815,0.000742815
58,1001.57,1.35582,1.41302,1.20389,0.46373,0.1832,0.18957,0.10734,1.90414,2.57414,1.56868,0.000726312,0.000726312,0.000726312
59,1018.06,1.3313,1.39695,1.19616,0.28523,0.23526,0.15959,0.08596,1.95861,2.59118,1.60101,0.000709809,0.000709809,0.000709809
60,1037.3,1.34764,1.42909,1.20309,0.27325,0.30777,0.19228,0.10457,1.86067,2.31293,1.56596,0.000693305,0.000693305,0.000693305
61,1055.38,1.31855,1.36267,1.18446,0.2771,0.26159,0.16853,0.0938,1.85082,2.34353,1.55536,0.000676802,0.000676802,0.000676802
62,1072.35,1.34208,1.34668,1.19908,0.36325,0.27088,0.20246,0.11005,1.85165,2.46797,1.5677,0.000660299,0.000660299,0.000660299
63,1090.64,1.2812,1.31247,1.15468,0.36142,0.23236,0.19755,0.10563,1.95388,2.58122,1.61776,0.000643795,0.000643795,0.000643795
64,1108.26,1.3065,1.32468,1.17711,0.24679,0.26159,0.16354,0.08644,1.91297,2.59373,1.59851,0.000627292,0.000627292,0.000627292
65,1125.74,1.27803,1.27935,1.16266,0.42993,0.23373,0.18707,0.1042,1.91689,2.4599,1.59076,0.000610789,0.000610789,0.000610789
66,1142.61,1.29486,1.27515,1.16388,0.34947,0.25383,0.21899,0.11789,1.92698,2.40119,1.59118,0.000594286,0.000594286,0.000594286
67,1159.28,1.27073,1.28192,1.16105,0.35547,0.25545,0.21724,0.10931,1.8992,2.37019,1.60991,0.000577782,0.000577782,0.000577782
68,1178.99,1.26746,1.26205,1.17683,0.3935,0.24287,0.22996,0.11646,1.94181,2.5042,1.60007,0.000561279,0.000561279,0.000561279
69,1208.03,1.25394,1.22969,1.14525,0.32556,0.21549,0.20374,0.11363,1.92573,2.72003,1.60711,0.000544776,0.000544776,0.000544776
70,1236.74,1.27985,1.22394,1.15308,0.35401,0.20612,0.18413,0.10377,1.93871,2.44277,1.63479,0.000528272,0.000528272,0.000528272
71,1264.73,1.21577,1.16904,1.1226,0.32934,0.24923,0.17544,0.09698,1.94076,2.58087,1.63418,0.000511769,0.000511769,0.000511769
72,1284.44,1.21107,1.17062,1.12445,0.28055,0.2909,0.1927,0.1036,1.92362,2.59204,1.63271,0.000495266,0.000495266,0.000495266
73,1303.32,1.21357,1.18764,1.12979,0.3261,0.28783,0.21747,0.11663,1.88703,2.53188,1.58635,0.000478762,0.000478762,0.000478762
74,1323.44,1.22547,1.18414,1.13056,0.28045,0.30615,0.22509,0.12435,1.88955,2.50121,1.60996,0.000462259,0.000462259,0.000462259
75,1340.41,1.22433,1.16529,1.12582,0.39731,0.27445,0.21956,0.12572,1.90962,2.48082,1.626,0.000445756,0.000445756,0.000445756
76,1357.55,1.21387,1.15836,1.13026,0.30271,0.24016,0.17819,0.09838,1.90829,2.52654,1.6167,0.000429253,0.000429253,0.000429253
77,1374.8,1.17134,1.12828,1.10497,0.45318,0.22768,0.22284,0.12904,1.90838,2.48962,1.57852,0.000412749,0.000412749,0.000412749
78,1392.12,1.1861,1.1302,1.12322,0.35048,0.28515,0.21397,0.10771,1.94439,2.59827,1.61258,0.000396246,0.000396246,0.000396246
79,1409.71,1.17568,1.0985,1.11369,0.44818,0.2016,0.21534,0.11362,1.93528,2.55588,1.61059,0.000379743,0.000379743,0.000379743
80,1428.73,1.20053,1.12366,1.12048,0.30128,0.22973,0.20528,0.11599,1.882,2.47166,1.5846,0.000363239,0.000363239,0.000363239
81,1446.33,1.17418,1.08214,1.10891,0.33596,0.29388,0.22383,0.12382,1.89916,2.33517,1.59943,0.000346736,0.000346736,0.000346736
82,1463.52,1.1351,1.05912,1.08792,0.50517,0.19998,0.21313,0.12531,1.88961,2.47083,1.58423,0.000330233,0.000330233,0.000330233
83,1480.63,1.14985,1.07864,1.10488,0.35751,0.22154,0.20136,0.11583,1.90235,2.55434,1.56986,0.000313729,0.000313729,0.000313729
84,1496.82,1.13015,1.06283,1.08802,0.32027,0.27701,0.20838,0.11211,1.86832,2.39787,1.55169,0.000297226,0.000297226,0.000297226
85,1512.69,1.12498,1.04013,1.08758,0.32055,0.25221,0.19085,0.10371,1.90081,2.4657,1.58422,0.000280723,0.000280723,0.000280723
86,1528.72,1.13202,1.03693,1.06919,0.46126,0.24165,0.23141,0.12756,1.87893,2.53474,1.53608,0.00026422,0.00026422,0.00026422
87,1545.28,1.1288,1.03104,1.08458,0.38495,0.24932,0.22231,0.1219,1.89716,2.64005,1.55789,0.000247716,0.000247716,0.000247716
88,1561.31,1.15436,1.05687,1.10158,0.34445,0.26217,0.2172,0.12329,1.89764,2.51858,1.58683,0.000231213,0.000231213,0.000231213
89,1577.25,1.10417,1.00593,1.07824,0.4355,0.25699,0.22281,0.12052,1.8597,2.50637,1.55518,0.00021471,0.00021471,0.00021471
90,1593.14,1.07315,1.00016,1.06056,0.36672,0.2569,0.22019,0.12408,1.88851,2.49393,1.56265,0.000198206,0.000198206,0.000198206
91,1616.3,1.10877,0.96539,1.0688,0.38913,0.22614,0.19392,0.1042,1.90359,2.51761,1.59355,0.000181703,0.000181703,0.000181703
92,1630.4,1.05552,0.87369,1.03358,0.29479,0.25375,0.18278,0.09956,1.87829,2.44125,1.60556,0.0001652,0.0001652,0.0001652
93,1644.58,1.04696,0.86857,1.04904,0.39952,0.24782,0.21477,0.1205,1.9142,2.47794,1.60341,0.000148696,0.000148696,0.000148696
94,1658.57,1.03958,0.847,1.03804,0.30626,0.24761,0.19798,0.11349,1.89242,2.463,1.58465,0.000132193,0.000132193,0.000132193
95,1672.36,1.05794,0.84302,1.04717,0.33718,0.27539,0.20144,0.11484,1.88809,2.49344,1.56904,0.00011569,0.00011569,0.00011569
96,1686.21,1.02827,0.81891,1.02577,0.35835,0.23995,0.19913,0.11211,1.88465,2.52412,1.57476,9.91865e-05,9.91865e-05,9.91865e-05
97,1700.34,1.03131,0.81506,1.0345,0.35523,0.26457,0.20155,0.11352,1.87952,2.51811,1.5735,8.26832e-05,8.26832e-05,8.26832e-05
98,1714.42,1.02511,0.80821,1.04056,0.29781,0.25375,0.20445,0.11351,1.87822,2.49644,1.58781,6.61799e-05,6.61799e-05,6.61799e-05
99,1728.38,0.99469,0.80292,1.0181,0.28841,0.27991,0.20752,0.12486,1.86022,2.47886,1.56135,4.96766e-05,4.96766e-05,4.96766e-05
100,1742.28,0.99964,0.81461,1.02438,0.28431,0.26822,0.20483,0.12492,1.87033,2.51977,1.57111,3.31733e-05,3.31733e-05,3.31733e-05
