epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
43,999.613,1.40181,1.60836,1.26288,0.66128,0.51592,0.5733,0.38069,1.31884,1.32656,1.20482,0.000973861,0.000973861,0.000973861
44,1022.16,1.40728,1.59208,1.2727,0.65958,0.50722,0.55756,0.35287,1.33566,1.33082,1.20134,0.000957358,0.000957358,0.000957358
45,1044.79,1.38321,1.53432,1.25613,0.61748,0.53753,0.58987,0.38391,1.32495,1.28936,1.18721,0.000940855,0.000940855,0.000940855
46,1067.36,1.36347,1.514,1.24703,0.6854,0.4877,0.57341,0.37499,1.2848,1.26843,1.17861,0.000924352,0.000924352,0.000924352
47,1089.88,1.3282,1.50142,1.23776,0.71108,0.52033,0.59056,0.39997,1.2497,1.26205,1.15865,0.000907848,0.000907848,0.000907848
48,1112.53,1.37437,1.4998,1.24902,0.65462,0.5319,0.5873,0.38291,1.26619,1.31447,1.17134,0.000891345,0.000891345,0.000891345
49,1135.18,1.35197,1.49486,1.23945,0.70201,0.5182,0.60638,0.40604,1.26489,1.21057,1.15369,0.000874842,0.000874842,0.000874842
50,1157.91,1.34334,1.43403,1.229,0.75582,0.52993,0.6245,0.42107,1.24346,1.21283,1.14659,0.000858338,0.000858338,0.000858338
51,1180.58,1.32613,1.41567,1.2192,0.73418,0.53127,0.62492,0.42578,1.20498,1.16051,1.13247,0.000841835,0.000841835,0.000841835
52,1203.18,1.3042,1.39008,1.20773,0.74876,0.53225,0.62787,0.43796,1.20787,1.14296,1.12998,0.000825332,0.000825332,0.000825332
53,1225.8,1.29551,1.36745,1.20945,0.72331,0.55706,0.63114,0.43205,1.20719,1.136,1.13007,0.000808828,0.000808828,0.000808828
54,1248.35,1.296,1.37727,1.21543,0.75536,0.54449,0.64076,0.44174,1.18923,1.10816,1.11478,0.000792325,0.000792325,0.000792325
55,1271.08,1.31096,1.38227,1.20947,0.71805,0.58648,0.66154,0.45158,1.17911,1.07859,1.10757,0.000775822,0.000775822,0.000775822
56,1293.65,1.28058,1.33757,1.19838,0.77859,0.57955,0.67395,0.46517,1.16701,1.06281,1.11618,0.000759318,0.000759318,0.000759318
57,1316.43,1.27754,1.33303,1.19193,0.8045,0.56611,0.67566,0.4608,1.17863,1.0878,1.10245,0.000742815,0.000742815,0.000742815
58,1339.15,1.2937,1.33918,1.2042,0.80002,0.59826,0.69985,0.48058,1.13458,1.03143,1.09234,0.000726312,0.000726312,0.000726312
59,1361.8,1.22688,1.26796,1.16663,0.78718,0.59165,0.69133,0.48318,1.12585,0.98706,1.07741,0.000709809,0.000709809,0.000709809
60,1384.42,1.21338,1.2399,1.15531,0.80018,0.57806,0.68838,0.48618,1.12263,1.0018,1.08111,0.000693305,0.000693305,0.000693305
61,1406.98,1.24353,1.2974,1.16972,0.75726,0.61581,0.69796,0.49199,1.14084,0.9969,1.08483,0.000676802,0.000676802,0.000676802
62,1429.62,1.23708,1.27303,1.17264,0.82602,0.59067,0.70858,0.49658,1.13344,0.9631,1.07722,0.000660299,0.000660299,0.000660299
63,1452.2,1.25972,1.23197,1.17557,0.78266,0.58835,0.70554,0.49511,1.11586,0.96159,1.07361,0.000643795,0.000643795,0.000643795
64,1474.69,1.22873,1.25826,1.16508,0.76301,0.63498,0.70917,0.50011,1.09558,0.93429,1.06209,0.000627292,0.000627292,0.000627292
65,1497.28,1.19443,1.1991,1.14889,0.7763,0.6362,0.72543,0.51004,1.11103,0.91197,1.07015,0.000610789,0.000610789,0.000610789
66,1520.13,1.22099,1.20228,1.1555,0.82452,0.62126,0.72026,0.51336,1.09792,0.92066,1.05629,0.000594286,0.000594286,0.000594286
67,1542.74,1.17033,1.16987,1.14124,0.83286,0.61797,0.73393,0.51916,1.08265,0.8891,1.05298,0.000577782,0.000577782,0.000577782
68,1565.26,1.19267,1.17816,1.1456,0.85224,0.61641,0.73714,0.52692,1.07324,0.88216,1.05295,0.000561279,0.000561279,0.000561279
69,1588,1.18421,1.18262,1.14382,0.82128,0.62385,0.7352,0.52397,1.06499,0.86185,1.0471,0.000544776,0.000544776,0.000544776
70,1610.7,1.16672,1.13604,1.13167,0.83919,0.63509,0.74218,0.53118,1.05983,0.85968,1.04216,0.000528272,0.000528272,0.000528272
71,1633.45,1.17706,1.12953,1.11987,0.79645,0.66689,0.75102,0.53458,1.0613,0.86334,1.04702,0.000511769,0.000511769,0.000511769
72,1656.1,1.16475,1.11362,1.13027,0.82293,0.63642,0.74622,0.54463,1.02532,0.84088,1.02884,0.000495266,0.000495266,0.000495266
73,1678.61,1.17177,1.11012,1.13004,0.8451,0.65266,0.75431,0.54685,1.02162,0.84045,1.02587,0.000478762,0.000478762,0.000478762
74,1701.23,1.16162,1.10452,1.11515,0.88952,0.64336,0.76626,0.55361,1.02921,0.82712,1.02315,0.000462259,0.000462259,0.000462259
75,1723.86,1.14771,1.08232,1.11305,0.90232,0.63311,0.77025,0.55914,1.01826,0.79782,1.02049,0.000445756,0.000445756,0.000445756
76,1746.54,1.13958,1.07234,1.11175,0.82577,0.66812,0.77031,0.55653,1.03314,0.81948,1.02506,0.000429253,0.000429253,0.000429253
77,1769.21,1.1402,1.07511,1.12238,0.84989,0.6588,0.7737,0.55996,1.00865,0.79232,1.0153,0.000412749,0.000412749,0.000412749
78,1791.82,1.14562,1.05108,1.10457,0.9075,0.63884,0.77242,0.56943,1.00426,0.79399,1.01804,0.000396246,0.000396246,0.000396246
79,1814.42,1.10061,1.01339,1.09256,0.91255,0.66474,0.78405,0.56955,0.99245,0.77965,1.01271,0.000379743,0.000379743,0.000379743
80,1837.21,1.13656,1.03811,1.11058,0.81963,0.68667,0.785,0.57544,1.01193,0.77214,1.01612,0.000363239,0.000363239,0.000363239
81,1859.72,1.10901,1.03211,1.10166,0.8756,0.66151,0.7846,0.57586,0.99362,0.7622,1.00398,0.000346736,0.000346736,0.000346736
82,1882.37,1.08484,1.01093,1.08182,0.85288,0.67831,0.78504,0.57808,0.9876,0.74838,1.00122,0.000330233,0.000330233,0.000330233
83,1904.95,1.07584,0.99326,1.08985,0.87921,0.69497,0.79968,0.58971,0.96316,0.7423,0.995,0.000313729,0.000313729,0.000313729
84,1927.68,1.06852,0.98671,1.07361,0.85677,0.68814,0.79926,0.58635,0.96241,0.74103,0.99449,0.000297226,0.000297226,0.000297226
85,1950.22,1.08356,0.97579,1.0846,0.81963,0.72611,0.80147,0.58925,0.95057,0.72925,0.98807,0.000280723,0.000280723,0.000280723
86,1972.89,1.07488,0.97946,1.0775,0.86613,0.70003,0.80521,0.59203,0.94092,0.72195,0.98538,0.00026422,0.00026422,0.00026422
87,1995.65,1.07578,0.98629,1.07733,0.85811,0.71149,0.80682,0.59678,0.93735,0.71138,0.98549,0.000247716,0.000247716,0.000247716
88,2018.15,1.08229,0.97396,1.06888,0.88367,0.70635,0.81054,0.59797,0.94069,0.70817,0.98289,0.000231213,0.000231213,0.000231213
89,2040.89,1.04847,0.95374,1.07335,0.87956,0.72214,0.80971,0.60678,0.91914,0.69302,0.97339,0.00021471,0.00021471,0.00021471
90,2063.55,1.07368,0.96023,1.07598,0.91801,0.69914,0.81553,0.60872,0.92432,0.69362,0.97761,0.000198206,0.000198206,0.000198206
91,2088.32,1.05324,0.90158,1.05974,0.87369,0.70052,0.80612,0.59721,0.95748,0.71991,0.98377,0.000181703,0.000181703,0.000181703
92,2108.86,1.00229,0.83743,1.02805,0.85736,0.71007,0.80875,0.6044,0.93208,0.70502,0.97812,0.0001652,0.0001652,0.0001652
93,2129.43,1.01773,0.83515,1.04083,0.86577,0.71738,0.81276,0.60562,0.92724,0.69579,0.97451,0.000148696,0.000148696,0.000148696
94,2150,0.98285,0.80298,1.0267,0.86435,0.717,0.82192,0.61298,0.91883,0.68369,0.97054,0.000132193,0.000132193,0.000132193
95,2170.61,0.99238,0.79621,1.03559,0.86306,0.72623,0.8196,0.61526,0.9126,0.67875,0.9668,0.00011569,0.00011569,0.00011569
96,2191.16,0.99191,0.79447,1.03558,0.89187,0.71998,0.82096,0.61281,0.91064,0.67647,0.96819,9.91865e-05,9.91865e-05,9.91865e-05
97,2211.7,0.9911,0.78853,1.02283,0.88479,0.73464,0.82321,0.61746,0.90476,0.66836,0.96464,8.26832e-05,8.26832e-05,8.26832e-05
98,2232.31,0.97453,0.78174,1.02371,0.87615,0.73391,0.82324,0.61874,0.89448,0.66232,0.96041,6.61799e-05,6.61799e-05,6.61799e-05
99,2253.03,0.96155,0.76227,1.02139,0.8811,0.72864,0.82436,0.62203,0.88954,0.65644,0.95815,4.96766e-05,4.96766e-05,4.96766e-05
100,2273.64,0.97097,0.75188,1.01843,0.88492,0.72726,0.82369,0.6215,0.88398,0.6525,0.95595,3.31733e-05,3.31733e-05,3.31733e-05
