epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
81,1605.44,1.16402,1.10294,1.11691,0.88051,0.69916,0.80275,0.58069,0.97739,0.75913,1.00749,0.000346736,0.000346736,0.000346736
82,1625.33,1.15555,1.09637,1.10496,0.89193,0.67526,0.80194,0.58831,0.97866,0.75799,1.00525,0.000330233,0.000330233,0.000330233
83,1645.19,1.13365,1.07507,1.10206,0.86467,0.70664,0.80416,0.59368,0.96163,0.74237,1.00011,0.000313729,0.000313729,0.000313729
84,1665.16,1.1424,1.07047,1.09376,0.84317,0.68724,0.80001,0.58667,0.97715,0.74325,1.00727,0.000297226,0.000297226,0.000297226
85,1685.06,1.12102,1.06314,1.09786,0.85932,0.69297,0.79891,0.59243,0.9547,0.73952,0.99591,0.000280723,0.000280723,0.000280723
86,1704.94,1.14827,1.06674,1.09665,0.8574,0.6956,0.80432,0.59698,0.9484,0.73061,0.99601,0.00026422,0.00026422,0.00026422
87,1724.93,1.12685,1.04679,1.08999,0.8597,0.69257,0.80496,0.60058,0.9463,0.71868,0.99058,0.000247716,0.000247716,0.000247716
88,1744.9,1.12843,1.03322,1.09914,0.86563,0.7267,0.81178,0.60575,0.93322,0.71404,0.98356,0.000231213,0.000231213,0.000231213
89,1764.87,1.11171,1.00586,1.0805,0.86976,0.69377,0.81052,0.60872,0.92884,0.70718,0.9852,0.00021471,0.00021471,0.00021471
90,1785.01,1.12815,1.01963,1.08956,0.86154,0.72417,0.82076,0.61287,0.92198,0.7004,0.97921,0.000198206,0.000198206,0.000198206
91,1807,1.08959,0.95927,1.06477,0.87537,0.71557,0.81165,0.5987,0.94724,0.72965,0.98668,0.000181703,0.000181703,0.000181703
92,1824.81,1.06442,0.91575,1.05285,0.8832,0.71292,0.81645,0.60486,0.94527,0.71563,0.9849,0.0001652,0.0001652,0.0001652
93,1842.56,1.06699,0.88887,1.06902,0.88881,0.70377,0.8176,0.60755,0.9307,0.7033,0.98003,0.000148696,0.000148696,0.000148696
94,1860.46,1.03406,0.85873,1.03834,0.89615,0.71729,0.81774,0.61454,0.91971,0.68932,0.97481,0.000132193,0.000132193,0.000132193
95,1878.33,1.0357,0.83512,1.03596,0.89102,0.7229,0.82485,0.61951,0.9084,0.67763,0.97283,0.00011569,0.00011569,0.00011569
96,1896.25,1.02654,0.83683,1.03309,0.86043,0.7407,0.82521,0.62454,0.89858,0.67137,0.96619,9.91865e-05,9.91865e-05,9.91865e-05
97,1914.05,1.03154,0.83219,1.0338,0.89694,0.71453,0.82558,0.6237,0.89571,0.6728,0.96451,8.26832e-05,8.26832e-05,8.26832e-05
98,1931.73,1.00528,0.81376,1.03021,0.88617,0.72769,0.82808,0.62859,0.89308,0.66501,0.96364,6.61799e-05,6.61799e-05,6.61799e-05
99,1949.41,0.99346,0.79171,1.02543,0.89475,0.73482,0.82844,0.62838,0.89253,0.66364,0.96322,4.96766e-05,4.96766e-05,4.96766e-05
100,1967.21,1.00297,0.81533,1.03448,0.90415,0.72902,0.83002,0.63189,0.88592,0.66065,0.96111,3.31733e-05,3.31733e-05,3.31733e-05
